,axial_max,tang_max,index_of_axm,index_of_tnm,axial_in_mxt,tang_in_mxa,cone_angl,frequancy,label
68,-11.4782001322973,-11.060731508189416,30,37,-4.97839695493751,-6.837181930848287,12,136.39892985,1
69,-10.8601000435187,-1.11361717213871,7,34,-11.11549036066753,-0.24802015339298578,6,4.2783225,0
70,-12.2955446153194,-9.492517782265315,27,39,-12.14136623358144,-8.0752058557881,14,18.2705349,0
71,-12.8700046610815,-13.373277345950456,30,50,-10.87394448111424,-12.885040805755873,9,136.49749781,1
72,-11.5690332689236,-7.66581690312405,30,40,-6.59299641602545,-6.853428728929172,10,135.90417178,1
73,-12.0148006401256,-5.512811599887716,29,45,-11.84990161879706,-6.258357710479041,11,95.5425285,1
74,-11.8154597451713,-3.456390686537155,20,37,-10.27734955843755,-3.142829851654257,12,16.17929568,0
75,-12.6474496005894,-11.275421612192737,29,46,-12.96649177921492,-11.102335456283274,13,95.64102003,1
76,-12.2180991866375,-11.100905916813458,21,40,-9.91005443141083,-8.38092429832664,13,134.99394203,1
77,-11.0986220074876,-14.158615076456682,30,35,-4.86505374733985,-7.832293762492391,8,136.22308355,1
78,-13.5187235512691,-10.942161207671301,27,40,-7.59486867264958,-10.20396423624318,14,132.97861478,1
79,-11.2528819886708,-5.640464588750426,3,35,-9.8097117548378,-4.8938639085532145,11,96.17888637,1
80,-12.6278724774913,-11.929329501613855,28,40,-7.35762696317859,-11.035461007726605,13,81.04080912,0
81,-13.4450694063287,-6.719022855514792,3,44,-13.14290348937002,-8.63213479477353,13,46.14102818,0
82,-11.1150696510669,-3.828932188570663,26,33,-7.62020738672509,-0.7869629658353183,7,1.97476015,0
83,-13.0584264308303,-8.922182804263464,30,50,-12.96135023526758,-8.073032618055944,10,128.74809701,1
84,-12.9859657438047,-6.939224128826174,22,36,-12.21335699086829,-5.008970297387203,12,0.17919359,0
85,-12.0220927083777,-8.735783855373176,26,41,-12.56454079070886,-8.155595168169883,14,63.60387013,1
86,-11.323781020032,-6.749129854362311,23,36,-6.47356405009935,-3.9426406629057578,14,60.32371288,1
87,-12.0793983442721,-4.5704964969545845,17,36,-11.31784156045748,-3.8279859736809527,11,0.65761279,0
88,-12.6825762493105,-6.364223192666529,16,36,-10.54859342114986,-6.4435756242376545,9,20.00880308,1
89,-11.6665612340045,-11.472463216359259,29,51,-12.20167339914513,-10.260041834097471,7,120.83772447,1
90,-12.7165127739928,-3.775379032733847,4,34,-10.16736224710784,-2.134417195782257,11,54.49407995,0
91,-12.7091049724484,-8.819897875261711,27,36,-8.9601574501897,-5.440266313374124,7,41.44782348,1
92,-13.5686189541949,-13.954653259254176,28,49,-11.23127235402023,-13.19102906923502,10,136.28922115,1
93,-11.4270777730289,-3.830894176852148,7,34,-11.73348460124604,-3.2862986424227607,7,3.69293224,1
94,-13.8616512595324,-10.188694005367317,10,40,-11.5774946297405,-12.202977929570302,6,8.06199526,0
95,-11.3871910074155,-2.809514694589515,11,32,-10.91820206191882,-1.2320192243362804,11,1.65695829,0
96,-14.6866587579585,-13.929876095579452,12,45,-13.3977546244967,-14.401402825579321,8,133.00458703,1
97,-14.5359928222734,-9.308031340524755,21,48,-13.88915563387192,-9.058240869898382,12,112.67050929,1
98,-11.4710037305694,-1.9000908909942638,10,34,-9.79227776897816,-1.0888576340305853,12,15.20751967,1
99,-10.9277578979642,-6.790971927559466,25,41,-9.01591967041572,-4.578540490652291,7,136.11827422,1
100,-12.4438850724758,-5.936020006255651,3,35,-10.53056518544815,-5.8573703999163325,9,20.18344964,0
101,-11.5862632510303,-7.265313526813221,30,40,-7.5430837431146,-5.042488740289267,9,111.60499364,1
102,-15.8353295574579,-11.232458300123989,20,52,-13.9570175133832,-12.996678805902523,14,114.63601045,1
103,-12.0587977318302,-10.999751271831816,28,38,-6.90076640988901,-8.854662957194394,8,125.89672943,0
104,-12.4752163313332,-12.230637638090426,29,44,-11.49355122241236,-10.885294584331039,6,128.5381186,1
105,-11.6498081099322,-13.422502492279225,30,49,-8.00013626767546,-11.784919157997324,9,135.13134426,1
106,-12.678458565377,-14.87650020042366,30,50,-8.4713360859338,-12.932413105977233,13,135.88858116,1
107,-13.016966218555,-13.19475240501866,28,42,-9.75526107281182,-12.311417830739693,8,110.01155029,0
108,-12.9263731590855,-7.326485207130487,7,37,-12.09115412836894,-7.610908572167567,9,128.92365983,0
109,-13.0650032086892,-15.060006475396172,30,43,-9.40537335189422,-12.755268957127054,8,135.35846412,1
110,-12.0898253154822,-11.138405634113253,29,41,-8.29994426809621,-7.468114078292823,11,76.89519774,0
111,-11.7944373248368,-6.845957316011692,23,39,-8.35409706010364,-5.631330913332482,12,57.64270759,1
112,-14.127329412885,-6.901335157027297,2,37,-12.76674224258871,-7.119149276278131,13,5.29717922,0
113,-11.8596936015676,-9.96954532299522,22,36,-6.64779585414168,-6.505910396942365,13,134.11592325,1
114,-12.6261347568532,-16.375069367391923,30,49,-7.59571261226876,-14.890986754927372,10,136.74511413,1
115,-12.3609347224125,-9.773716580114456,23,38,-9.56603619075571,-6.586634504763577,10,129.03468498,1
116,-15.2012814875492,-14.514291192128763,22,44,-13.91980918025413,-12.748744901151635,8,115.25400877,1
117,-11.4385853039782,-3.304299674988755,8,35,-12.98149211288604,-4.804015656273203,10,17.57284764,0
118,-12.4128596518693,-5.922405098460775,4,35,-11.82681291289431,-6.740747424082167,10,20.124067,0
119,-11.518936273255,-4.701500726541802,13,34,-8.9241802481751,-3.4356969934036012,10,0.79954833,0
120,-13.0391618427638,-7.921888548800601,3,40,-12.44917701277404,-7.94346709249335,8,14.87838259,1
121,-11.0091434315658,-7.334265423788267,30,35,-5.63737070179344,-3.968159974828003,15,52.02368368,1
122,-11.3513872990083,-5.305663683241363,22,42,-11.03049992714466,-3.943220881481185,6,41.58134642,1
123,-13.6755232380836,-9.561617401508325,25,44,-12.28044290965396,-7.618984794802188,9,76.50874141,0
124,-12.9911070071736,-9.558116769905824,13,40,-11.6656297176672,-9.76267672134724,11,131.68066534,1
125,-12.8726883417385,-14.827451774840101,20,48,-10.51181452096395,-14.609966506418262,6,136.74479821,1
126,-11.4674358448215,-9.129852615387094,30,38,-7.0594226878281,-6.508279867973691,12,136.5519364,1
127,-13.075355149115,-14.527759198616845,22,51,-12.4384040458201,-13.910531225440923,9,121.15666884,1
128,-13.7862955511379,-13.856880436326014,14,39,-9.43941402240982,-13.83642666715958,11,136.29289194,1
129,-12.2740884568779,-13.82396675942437,30,47,-7.57386753206141,-11.080863265170233,6,136.5888927,1
130,-12.4480030040057,-7.091609950011206,17,37,-10.13579884858366,-6.804760849673645,11,33.14716276,0
131,-11.0476592752185,-6.326148912038461,27,39,-7.26509834994569,-6.491144130072593,10,125.42140383,1
132,-12.4158095039001,-7.1714160879851505,9,38,-9.94321576078643,-8.405857416313566,11,135.03215685,1
133,-12.9597223937766,-7.891832368536431,24,43,-10.1812974521704,-7.164575936100116,15,134.60704416,1
134,-11.5235531500057,-6.454318803412244,25,34,-9.36082067674752,-3.6156698507284215,15,38.51130612,0
135,-11.3315469059844,-6.1831529124433295,30,41,-10.32390569955057,-3.702655771890438,10,2.66495515,1
136,-12.8412476301722,-15.530290763255172,27,43,-9.09117032031521,-13.924495849817227,15,135.27148349,1
137,-12.2345545323201,-3.912295901449628,3,37,-11.21832576779295,-2.9976475024088884,12,12.74331443,0
138,-11.3314099351458,-1.7968011247646984,2,33,-9.85738992944611,-1.8627004429611045,6,10.63111139,0
139,-11.316777161183,-7.232805327404289,30,39,-7.48775986983583,-5.2253182560107625,8,107.1394831,1
140,-12.9695992550265,-7.664542520356671,17,40,-12.62312356757365,-7.298341600374085,13,30.03685831,1
141,-11.1803461894735,-4.565501444157112,28,42,-10.60061276628651,-4.654481798361907,11,49.65567036,1
142,-13.4548493118157,-7.3740239060576585,4,37,-11.05133495909767,-6.5715839574492225,6,66.51190374,0
143,-12.2883650968164,-9.958592379163909,12,36,-10.89758727442239,-9.160725218983986,10,113.03883356,1
144,-11.7143855352219,-9.437532478088599,29,40,-9.14858145815749,-8.142104989001195,9,134.46375274,1
145,-11.9219136463872,-5.565718925841658,18,39,-9.70900121325739,-4.77477408895694,9,41.91990509,0
146,-13.2027561623271,-9.055416853228074,26,41,-8.84614796171297,-7.645540219067541,11,131.85129118,1
147,-12.2507806765391,-15.878415019432286,30,47,-11.1466898989165,-15.156942497870102,10,135.17657861,1
148,-12.4774609239096,-10.942343641384863,29,37,-9.80618307527667,-8.580389304916354,13,89.80377426,0
149,-14.2564515242065,-14.6357663365602,30,52,-13.35160100447,-13.413083702980469,7,127.37770204,1
150,-12.765599485766,-9.371718676734474,16,39,-11.41879400382767,-8.835859991152612,11,64.62219708,1
151,-12.0673082075317,-9.935023893549172,30,41,-6.50293491715577,-7.355169125518739,8,115.23935993,0
152,-14.3052348879839,-13.415128868096335,30,54,-10.26368084133551,-12.422649632459052,8,136.69120507,1
153,-14.0589489952523,-15.209351741269895,30,54,-12.86896259486351,-12.30229873049886,15,136.72966783,1
154,-12.0007361100347,-7.756070570506665,3,34,-10.86889546826763,-7.458698716681097,12,2.73502018,0
155,-12.390619263888,-9.236311962286164,30,47,-13.69352269613812,-7.122663781987537,9,40.23432668,0
156,-12.8501876118422,-11.27131590544857,29,47,-12.10840355908324,-8.248349730024946,9,85.93353226,1
157,-11.9542108689862,-3.6244776013812317,6,33,-11.53357829685821,-4.457133006932091,13,5.23468354,1
158,-11.5811924470905,-9.339153530706554,20,40,-9.94842012272703,-10.396157991842717,10,108.56243621,0
159,-12.2604206319883,-7.591330176718957,30,40,-8.40230403161338,-5.455022752733431,8,134.44136872,0
160,-11.8551410773731,-2.6832918861562085,8,40,-11.67293194500747,-3.5227648121696777,9,37.35185934,0
161,-12.9464613433552,-13.940919090757903,30,46,-11.87095904605492,-10.867177044605056,12,135.74397641,1
162,-14.0409480523031,-13.007562928590945,30,45,-11.37909194176814,-10.845778201625055,11,55.27648627,1
163,-12.0148056062811,-12.770858602710442,30,36,-7.96397186474179,-9.255359651268025,11,62.16820136,0
164,-12.7817224122351,-16.544194643206502,30,43,-10.3562577337351,-13.283899207632967,10,136.74913006,1
165,-12.273934575174,-4.753655874652985,7,38,-12.1913441465425,-6.638209673065894,6,55.82557231,0
166,-11.245154542097,-6.389536738834503,30,42,-9.11768798497838,-4.32071028308102,15,124.58189006,1
167,-11.6163227131689,-15.006783254303397,30,50,-8.84423125579675,-9.734213709338787,14,125.54002311,1
168,-15.0219916289263,-15.896130786713291,30,46,-12.2816149189535,-14.472128064203432,12,115.55322124,1
169,-12.2262215716196,-5.52693628071709,27,41,-10.88441736111358,-5.49528191243127,14,14.70297334,0
170,-11.7555777555188,-7.549665703686012,18,39,-9.46059885495533,-7.724472883840296,11,60.27963727,0
171,-11.3630980833708,-3.5745413124066285,22,38,-11.21695832733803,-2.389163838156719,7,0.75728571,0
172,-14.5335956161443,-13.443112020511618,29,45,-10.5575737799552,-11.128976634287664,15,135.06950414,1
173,-14.6832707631254,-7.683025157550096,22,48,-14.01561947723521,-9.783067726828474,13,57.91768642,1
174,-12.270881840038,-10.471041915906856,15,37,-7.23803142937742,-9.294612513638175,13,127.5767308,1
175,-13.6841766335893,-11.39212096548125,8,44,-11.13718565397978,-11.796402535628731,15,84.79826908,0
176,-12.3929644629873,-14.44035709936675,30,41,-9.01953785293012,-11.028058695682663,10,135.8687058,1
177,-14.6798984056185,-17.116562983226522,30,54,-9.34058320996212,-15.219724631743398,9,136.75192896,1
178,-12.446197114187,-9.735302571340812,4,40,-12.45819505610964,-10.789618390897047,13,16.88387319,0
179,-13.6200418792733,-13.659038653233953,19,49,-12.75249921625556,-13.656174611744639,14,135.59077164,1
180,-12.0972063299242,-11.941274658270943,22,39,-8.02848096108697,-7.703557256831443,7,93.61119605,1
181,-12.7982247004521,-6.670032770679921,13,38,-11.01524072637568,-6.429485085051176,7,4.74244741,1
182,-11.8339259154239,-6.110843772045827,10,37,-10.6086021935529,-6.389049411012051,9,80.13138405,1
183,-13.7424637138656,-11.903188042246786,29,43,-11.85708535711698,-10.618774003321327,14,115.72905782,1
184,-13.4004448593835,-15.335244795998976,22,53,-11.46615487624962,-14.453090539792353,8,136.62336149,0
185,-13.0338355128845,-4.4173109274649605,21,35,-10.52043595151678,-3.262993076942898,11,62.44409858,1
186,-14.280866061993,-14.517087931340033,25,47,-12.72817746561052,-13.953810750782472,12,130.47119646,1
187,-11.5359962711004,-1.1775141607948783,2,32,-11.18786605245823,-0.6521339127409078,15,0.36151451,0
188,-12.0452974596713,-2.3201256863527338,3,36,-13.25779141364504,-4.080718756550285,14,0.43335994,0
189,-13.3842215065752,-7.080511217750322,16,44,-11.85625430641843,-5.869502579520731,8,38.09354567,0
190,-12.5358392170155,-15.124367870550874,30,51,-9.6867440970947,-12.250622151323451,9,136.74928496,1
191,-12.1980624015586,-10.836889120139604,16,41,-10.462412616597,-8.706159799336184,15,118.39178136,0
192,-14.84934306775,-16.441498190036494,30,52,-12.0186259133177,-16.27386222024714,12,132.33295035,1
193,-12.5485440835724,-7.369322319891408,29,48,-11.61091554243093,-8.21638337202034,11,124.7788817,1
194,-14.9834465680258,-13.805259107316889,30,53,-11.15852980637003,-11.903699913037887,8,135.18645664,1
195,-11.1553647091487,-3.974249313793754,20,34,-8.04902861747832,-3.3366097490352065,9,3.25837867,0
196,-12.9668041978328,-10.614621563825095,17,42,-8.82479064694639,-9.464465487793486,14,130.45726966,1
197,-11.9061941299495,-4.958120705693313,22,43,-9.14361149631094,-4.680870270527061,9,40.25439773,0
198,-12.4833695716584,-10.42350307815092,26,42,-11.2716997588791,-9.55460365972966,11,117.3869257,1
199,-12.0798905587836,-9.619140641659104,30,44,-12.3251053646991,-4.493347465664106,15,130.45722843,1
200,-16.0201131263561,-6.860310651057652,5,41,-11.80467361542807,-8.140740417364112,14,104.5971105,0
201,-12.2488508296585,-6.937027681801823,16,38,-10.17343121549625,-7.0297220671912335,11,101.08518827,1
202,-15.1299535233835,-10.513615458566541,9,44,-13.24465492342234,-11.573539358569576,11,76.05653615,1
203,-11.4644689836268,-6.162092166796235,18,47,-10.23184004566207,-7.418507454803196,14,105.44456269,1
204,-14.6662396404437,-12.96510737112017,27,44,-11.78630771196549,-12.270679692832665,14,82.3699585,1
205,-11.5418769703361,-4.722777627118839,27,41,-12.48058022364896,-3.5781969010508625,10,96.46946904,1
206,-13.4441271159576,-5.512476172208464,9,41,-12.52341418432066,-6.6532085433514485,9,64.89837803,1
207,-12.1923355632089,-3.5620108045037746,8,36,-10.27433511508416,-3.128678918175229,7,2.1220214,0
208,-11.9500097786817,-7.7982510784245935,27,35,-9.27231478409634,-6.662984354289094,8,44.44340962,0
209,-13.3346937716185,-15.076207640833166,29,46,-10.4933897579405,-12.144555358413982,6,136.56742928,1
210,-11.1804630610994,-9.895691813516605,29,43,-8.52153921189329,-7.64470988571305,13,131.90870812,1
211,-11.7791948335958,-10.865403131993297,24,42,-9.12658443705742,-10.365302472505453,14,135.62075983,1
212,-12.4265248659221,-5.894336290179824,3,39,-12.55790335135445,-8.204612645551283,7,12.38517765,0
213,-13.0189120800684,-12.494280455739725,25,45,-12.71905549545931,-11.900723942603847,13,120.74778793,1
214,-11.7556855102845,-4.908050365259214,24,47,-13.2731269948906,-6.01019302010436,13,66.03410317,1
215,-13.8659524729915,-15.727820150842192,30,48,-12.18200818645346,-14.635910552462247,8,136.73315592,1
216,-12.5389587606033,-9.511010167448148,27,43,-10.68909117794267,-11.33708278791529,9,125.52692235,1
217,-14.4757325363482,-15.106586933226914,30,45,-10.86078191898774,-12.39321815230468,13,134.59850414,1
218,-12.3613591822995,-9.270678769934593,9,37,-11.91199126051075,-7.930732901417732,7,22.8171907,0
219,-13.0047994783505,-6.948541440322927,16,36,-10.93530795379836,-7.023889914867265,10,10.11391524,0
220,-12.0503798400691,-9.2734387858797,29,43,-12.94070117570946,-9.637566045062668,8,88.94940856,1
221,-13.2007523057418,-8.26911062858178,16,43,-10.5873732664204,-7.827921819349111,15,135.46360905,1
222,-11.6718080961394,-5.776452470649289,29,39,-10.19389272949178,-4.1044321088736115,8,110.77338235,0
223,-12.0085667537476,-12.585051264150584,25,37,-8.16524643036093,-10.972025044746854,13,134.01294755,1
224,-13.0627732690236,-6.908095904780906,14,42,-13.20971619841907,-7.440208150679442,11,108.35357785,1
225,-13.9903261940736,-13.044795470830202,12,51,-13.85273952270948,-12.742456105678837,14,72.51456557,1
226,-11.2427816642273,-2.554870249352785,18,33,-11.32437020503224,0.06986067121308537,9,1.04074906,0
227,-11.4348619980072,-11.806311278519942,30,43,-9.70117216505289,-9.269211834793149,8,132.15294023,1
228,-13.2164855102343,-11.892798170335594,29,49,-11.06983940558959,-9.601806466345678,10,136.68387195,1
229,-12.99029214008,-13.90937317714751,30,51,-10.63920343073914,-13.17546014463175,12,136.59666161,1
230,-12.290235347096,-6.419548113801103,3,38,-12.02435090231059,-8.333702316305779,11,3.72038693,0
231,-11.5413339064577,-3.7501904289481622,17,37,-10.6266257918101,-4.93414879414091,11,5.01955514,1
232,-12.0521139864164,-11.686177555355894,30,45,-7.88676552571057,-9.425620841520267,12,134.40248446,1
233,-11.7804087336693,-12.484725504385693,30,39,-8.02812395584245,-8.829160095968458,11,68.18049584,1
234,-12.7317277006748,-2.845707498834411,6,42,-13.32181466073805,-3.758788228178707,14,57.33551969,1
235,-11.9862901862464,-3.4036417846545675,16,34,-8.84169934662488,-1.870414333434212,12,32.21355081,0
236,-14.3843662134106,-11.655713048963044,28,48,-12.70926748429326,-10.7422814719163,13,134.56991505,1
237,-11.80964621882,-6.775861948244335,15,37,-10.35014316076077,-5.721154010527254,6,2.91971061,0
238,-13.4584062623245,-3.405540546215862,2,36,-13.18753574910729,-3.6805620479610717,10,26.52979877,1
239,-11.931072891081,-11.138468609421885,18,37,-9.79610528565783,-9.333397107674422,13,100.80429999,0
240,-11.2704246048059,-9.793367248600894,30,40,-9.57518138564724,-8.323218245087899,9,86.039085,1
241,-12.0989266213633,-7.465659260222626,13,37,-11.90664219747753,-5.216565722625681,11,104.83488202,1
242,-13.9276226501445,-7.605708266787914,3,36,-9.62696988545609,-7.584826273067328,8,34.42613634,0
243,-12.5344038226968,-13.580504233382811,30,44,-9.61737224920104,-11.68267097866657,13,136.58009769,1
244,-12.4730920983868,-15.101501263945966,27,46,-11.76132064950282,-13.154212207774599,13,135.32022217,1
245,-11.867247361969,-4.673549908558128,30,41,-11.94595179468518,-3.300548846927523,7,105.96608332,0
246,-12.1969957995758,-12.811632772308023,27,41,-6.58523307305266,-9.11870456175503,11,136.3402155,1
247,-13.5341548678936,-16.507602604265653,30,43,-9.72690457441027,-14.634507115271852,13,136.75114174,1
248,-13.6536466196381,-4.682565838810186,2,33,-12.00248037202593,-6.469807246011923,9,1.53893012,0
249,-12.9757483240759,-12.613404203399943,18,50,-12.62465391852166,-13.511112111292329,10,134.54337493,1
250,-13.8000868781584,-11.11108248538041,24,47,-12.75318928193165,-11.467170482942185,9,41.46178085,0
251,-12.5657010732074,-12.414360070545877,22,43,-10.93503096824867,-10.67704402199417,8,132.74475655,1
252,-11.6048533583133,-6.421119219268165,14,34,-6.13710689412319,-4.711705962733747,15,57.21923547,0
253,-11.1615151818162,-4.736677465482094,30,46,-8.22549782437894,-5.398196844683305,9,131.1649329,1
254,-13.6055417517398,-15.345415449647339,28,49,-9.9274352141297,-13.027207260918766,14,136.73527528,1
255,-11.6330888883301,-9.426053840537799,13,37,-6.58529489592052,-8.191866364039305,15,90.99031533,1
256,-13.3341122869943,-12.578020660416794,12,45,-12.5694200724131,-11.913726623408202,11,79.90416406,0
257,-12.8948934362329,-11.124762569056678,29,37,-7.61550148247551,-9.035680969417863,14,136.44485953,1
258,-12.3667835211339,-9.042999420498642,29,42,-11.84783507142258,-7.9330751207426715,12,89.83950683,1
259,-12.1421912640089,-5.165071179682819,11,43,-11.15537889591726,-5.809817789618979,6,69.6083847,0
260,-12.1095798664393,-5.208122875311796,24,35,-12.43304839948451,-4.503440032855359,7,7.80182198,0
261,-13.013024618855,-7.564479133150753,3,40,-12.53902502410251,-7.106077045342694,12,67.77517047,1
262,-12.2890983101167,-6.209148448565362,4,38,-11.07148274902716,-8.50239566991795,11,112.19556523,1
263,-14.0587320508953,-13.900088246766298,30,49,-10.58714121909291,-11.911615048912795,10,134.42992489,1
264,-11.5034706876626,-6.396608375413553,27,38,-8.77734190485969,-4.33699316306935,14,110.98959889,1
265,-11.9785092896366,-6.688866108951885,12,38,-7.89187123707453,-7.440624116868573,8,66.35197389,1
